gene	AC_afr	AC_sas	AC_amr	AC_eas	AC_nfe	AC_fin	AC_asj	AC_main	AN_afr	AN_sas	AN_amr	AN_eas	AN_nfe	AN_fin	AN_asj	AN_main	U	tercile	shet_cassa
ZNF454	2	4	15	3	10	1	0	34	16187.6666666667	30561.5	34398.6666666667	18340.8333333333	113444.5	21628.6666666667	10043.8333333333	212933.166666667	1.14e-06	2	0.0065580167
ZNF461	8	35	5	1	46	1	2	95	14981.1428571429	29737.1428571429	33529.1428571429	17627.5714285714	108613.428571429	21104.5714285714	9894.85714285714	204488.428571429	1.13e-06	2	0.0026156949
ZNF462	0	0	0	0	2	1	0	2	16250.6666666667	30610	34542.6666666667	18329.3333333333	113304.666666667	21631.3333333333	10062.6666666667	213037.333333333	4.84e-06	3	0.4105224007
ZNF468	0	0	0	2	7	0	0	9	15943	29192.5	33300.5	18246.5	110775	21201.5	9399	207457.5	8.39e-07	2	0.0030108518
ZNF470	4	14	5	3	46	3	0	72	16016.8888888889	29487.9259259259	32907.9259259259	18059.4074074074	111625.777777778	21339.4074074074	9600.88888888889	208097.925925926	1.21e-06	2	0.003703858
ZNF471	0	4	7	0	14	1	0	25	16162.7272727273	30421.2727272727	34426.3636363636	18366.3636363636	113114.727272727	21593.8181818182	10015.8181818182	212491.454545455	1.02e-06	2	0.0057945598
ZNF473	0	3	0	1	3	8	1	7	16240.2857142857	30611.4285714286	34583.4285714286	18392.5714285714	113648.285714286	21641.4285714286	10074.2857142857	213476	1.46e-06	3	0.0502476793
ZNF474	2	2	3	0	17	1	0	24	16220.6666666667	30604.3333333333	34564.6666666667	18387	113376.333333333	21638	10056.6666666667	213153	6.83e-07	1	0.0056427131
ZNF479	0	19	0	27	7	0	0	53	15328.8	29515.6	32487.6	17956.4	111394.4	19613.6	9687.6	206682.8	8.57e-07	2	0.0013116734
ZNF48	0	2	2	0	3	0	1	7	16080.2857142857	30041.7142857143	34290.5714285714	18331.1428571429	111967.428571429	21249.1428571429	9735.14285714286	210711.142857143	1.24e-06	2	0.030201634
ZNF480	0	1	0	0	1	0	0	2	16217	30430	34162	18277	113189	21598	9991	212275	1.51e-06	3	0.0039536166
ZNF483	0	1	3	0	1	0	0	5	16206	30596.5	34546	18387	113380.5	21630.5	10063.5	213116	1.4e-06	2	0.0602844769
ZNF484	3	16	20	1	10	0	0	50	15520.625	30006.875	33865.75	17885.5	109338.125	20562.5	9933.125	206616.875	1.33e-06	2	0.0072230205
ZNF485	2	4	13	1	6	0	0	26	16076.5	29546.5	32972	18059	111720	21323.75	9590.25	208374	8.76e-07	2	0.0090146634
ZNF490	0	1	1	0	1	1	0	3	16163	30336	34164.5	18291	113151.5	21607	10012.5	212106	1.28e-06	2	0.0149330261
ZNF496	0	1	0	0	2	0	0	3	16252	30604	34560	18392	113704	21644	10073	213512	1.2e-06	2	0.0805089605
ZNF500	0	2	0	2	10	0	0	14	15857.5555555556	28447.7777777778	32823.1111111111	18018.2222222222	108490.222222222	18699.5555555556	9057.11111111111	203636.888888889	1.03e-06	2	0.0151347355
ZNF501	0	1	6	2	1	0	0	10	15857	30597	34556	18390	113448	21495	10066	212848	4.99e-07	1	0.01122754
ZNF502	1	1	1	2	25	0	3	30	16223	30601	34563.1428571429	18392.1428571429	113575.714285714	21615.8571428571	10067	213355	1.01e-06	2	0.007182348
ZNF506	3	4	4	0	10	0	1	21	15490.1538461538	29744.4615384615	33052.4615384615	18071.8461538462	112013.384615385	21484.6153846154	9805.38461538462	208372.307692308	6.83e-07	1	0.0096374955
ZNF507	1	1	2	1	5	3	0	10	16172.6	30090.6	34183.6	18308	112190.8	21324.2	9888.8	210945.6	1.97e-06	3	0.0530562714
ZNF510	22	0	5	12	24	3	0	63	16234.1818181818	30563.0909090909	34520	18385.0909090909	113340.545454545	21477.2727272727	10052.1818181818	213042.909090909	1.17e-06	2	0.0031706478
ZNF511	1	3	0	0	4	0	0	8	16049.4285714286	30550.2857142857	34496.2857142857	18320	112360.857142857	21431.7142857143	10015.7142857143	211776.857142857	5.68e-07	1	0.0140709528
ZNF512	0	2	0	0	0	0	0	2	16256	30616	34584	18393	113748	21648	10080	213597	1.93e-06	3	0.0643942638
ZNF512B	0	0	0	0	2	2	0	2	16152	30053	33947.5	18284.5	111875	21252	9673	210312	2.54e-06	3	0.2454874511
ZNF513	0	2	0	1	0	0	0	3	15938	30614	34571.3333333333	18386.6666666667	112516.666666667	21564	10054	212026.666666667	1.11e-06	2	0.1252918941
ZNF514	13	4	13	7	28	2	49	65	15785.8666666667	29228.1333333333	33087.8666666667	17898.1333333333	110354.266666667	20105.4666666667	9568.93333333333	206354.266666667	8.54e-07	2	0.0018190846
ZNF516	0	1	1	0	4	0	1	6	14192	29979	33689	17667	107358	19594	9805	202885	1.82e-06	3	0.1070029032
ZNF517	9	1	2	8	0	0	0	20	15351.4285714286	29881.1428571429	33648.5714285714	17717.7142857143	108567.428571429	20737.1428571429	9867.71428571429	205166.285714286	9.17e-07	2	0.0060527224
ZNF518B	0	3	2	0	4	1	0	9	16239.2	30610.2	34571	18392.4	113513.4	21641.6	10073	213326.2	1.35e-06	2	0.0462513431
ZNF519	0	1	0	1	4	0	0	6	16238	30560	34450.6666666667	18363.3333333333	113518.666666667	21635.3333333333	10063.3333333333	213130.666666667	8.81e-07	2	0.0058285112
ZNF521	0	0	0	0	1	0	0	1	16256	30614	34586	18394	113618	21646	10072	213468	2.45e-06	3	0.445323909
ZNF526	1	0	1	0	3	0	0	5	16230	30613	34583	18380.5	113099.5	19329	10070.5	212906	1.25e-06	2	0.0576741098
ZNF527	1	3	1	0	6	0	0	11	15567.5555555556	30602.8888888889	34555.7777777778	18285.5555555556	113178.444444444	21604	10061.7777777778	212190.222222222	1.13e-06	2	0.0175608538
ZNF530	0	0	0	0	5	0	0	5	13960.6666666667	27194.6666666667	30824.6666666667	16662	98528	19702.6666666667	8968.66666666667	187170	1.47e-06	3	0.0039150838
ZNF532	0	0	0	2	1	8	0	3	16175.3333333333	30581.3333333333	34497	18359.6666666667	112956.333333333	21638	10040	212569.666666667	1.91e-06	3	0.0512728999
ZNF536	0	0	0	1	4	0	0	5	15293.3333333333	29894	33710	17738	108299.333333333	20494	9844	204934.666666667	1.53e-06	3	0.1038757595
ZNF540	0	0	1	0	0	0	0	1	16238	30596	34568	18374	113642	21638	10070	213418	1.19e-06	2	0.0112567252
ZNF546	13	15	42	8	99	3	92	177	15677.9130434783	29069.5652173913	32699.5652173913	17607.3913043478	109420	21157.8260869565	9596.08695652174	204474.434782609	1.91e-06	3	0.0020643986
ZNF548	0	0	0	2	0	0	0	2	16242	30584	34416	18364	113544	21636	10054	213150	1.03e-06	2	0.0074949694
ZNF549	3	0	0	2	0	0	0	5	13956.6666666667	30317.3333333333	34310	17580	105834	11656.6666666667	9843.33333333333	201998	1.21e-06	2	0.0051098238
ZNF550	3	9	0	0	8	0	0	20	16255.7777777778	30615.3333333333	34587.1111111111	18393.3333333333	113690.666666667	21645.7777777778	10077.1111111111	213542.222222222	7.48e-07	2	0.0049262822
ZNF551	0	0	0	0	0	1	0	0	16256	30616	34576	18394	113748	21648	10076	213590	1.16e-06	2	0.0089068939
ZNF552	1	3	0	1	0	0	0	5	13976.5	26722	30827	16605	97129	19508	8770	185259.5	5.61e-07	1	0.0010471122
ZNF554	6	9	15	1	43	0	0	74	15516.5714285714	29262.7142857143	32847.7142857143	17867.5714285714	110966.857142857	21188.1428571429	9465.71428571429	206461.428571429	1.23e-06	2	0.0050628307
ZNF555	4	9	6	1	19	28	5	39	16248.1428571429	30611	34578.4285714286	18392.1428571429	113617.714285714	21638.7142857143	10074.5714285714	213447.428571429	1.72e-06	3	0.0036857464
ZNF557	0	0	1	0	4	0	0	5	15484	30545.3333333333	34388.6666666667	18216	113154.666666667	21595.3333333333	10054.6666666667	211788.666666667	8.53e-07	2	0.0049169868
ZNF558	1	1	0	2	3	0	0	7	16253.6666666667	30612	34571.3333333333	18394	113636.333333333	21638.6666666667	10069.3333333333	213467.333333333	6.56e-07	1	0.0116058031
ZNF559	0	0	0	1	2	0	0	3	15914	28517.3333333333	31592	17866	110997.333333333	21406	9544.66666666667	204886.666666667	1.07e-06	2	0.0012269857
ZNF560	1	3	0	0	0	0	0	4	15866	28883	32398	17748	111321	21474	9775	206216	2e-06	3	0.0028241081
ZNF561	0	2	0	11	0	0	0	13	10648	25368.6666666667	27938.6666666667	13387.3333333333	78052.6666666667	18301.3333333333	9020	155395.333333333	9.09e-07	2	0.0112274501
ZNF562	0	3	0	0	2	0	0	5	16203.3333333333	30531.3333333333	34320.6666666667	18339.3333333333	113209.333333333	21602.6666666667	10022.6666666667	212604	7.97e-07	2	0.0355725778
ZNF565	1	1	3	1	8	4	0	14	16116.3333333333	30414	34116	18307	113161.166666667	21586.1666666667	9971	212114.5	1.23e-06	2	0.0183434964
ZNF566	0	0	0	0	4	0	0	4	16226.5	30534.5	34425	18366.5	113400.5	21616	10036.5	212953	8.82e-07	2	0.059511295
ZNF567	1	12	1	0	8	3	0	22	16138.4615384615	30382.3076923077	34341.2307692308	18354	113119.692307692	21627.3846153846	10019.8461538462	212335.692307692	9.74e-07	2	0.0077519654
ZNF568	1	15	29	3	38	47	0	86	15705.8823529412	30580.1176470588	34541.2941176471	18322.2352941176	113210.352941176	21578.7058823529	10055.1764705882	212359.882352941	1.48e-06	3	0.0031673144
ZNF569	2	6	1	1	11	0	1	21	16131.8666666667	30028.2666666667	33950.9333333333	18267.7333333333	112608.933333333	21528.4	9854.66666666667	210987.733333333	1.08e-06	2	0.017251939
ZNF570	1	4	11	2	30	1	16	48	16105.2727272727	30569.8181818182	34546.1818181818	18380.3636363636	113418.909090909	21521.8181818182	10058.7272727273	213020.545454545	1.13e-06	2	0.0038931311
ZNF572	6	1	0	0	2	0	0	9	16216.6666666667	30604.3333333333	34575.6666666667	18387.3333333333	113427.666666667	21559.6666666667	10067.6666666667	213211.666666667	7.14e-07	1	0.015969744
ZNF573	2	8	3	3	13	2	1	29	15732	29592.5882352941	33199.6470588235	17952.5882352941	111613.764705882	21443.5294117647	9796	208090.588235294	1.1e-06	2	0.0079227885
ZNF574	0	2	1	0	4	0	1	7	16213.4285714286	30608.8571428571	34571.4285714286	18379.1428571429	113492	21581.1428571429	10064	213264.857142857	1.41e-06	2	0.1555244707
ZNF576	1	0	0	0	13	0	0	14	16250	30609.5	34586.5	18393	113640.5	21624.5	10068.5	213479.5	1.96e-07	1	0.0046597387
ZNF578	4	7	2	0	59	3	0	72	16040	30581	34484	18388	113596	21634	10070	213089	9.24e-07	2	0.0012237226
ZNF581	0	2	0	0	1	0	0	3	16222	30608	34545	18379	113191	21631	10053	212945	3.06e-07	1	0.0137632787
ZNF582	1	0	14	0	32	1	0	47	16251.2	30601.2	34566	18392	113618	21636.8	10066	213428.4	1.25e-06	2	0.0053436515
ZNF583	1	0	1	1	15	3	0	18	16129	29973	33954.5	18279.75	112621.5	21475.5	9921.5	210957.75	1.01e-06	2	0.0128006093
ZNF584	5	1	8	2	57	0	0	73	16254	30601	34564	18393.25	113707	21641	10070.75	213519.25	6.8e-07	1	0.0020100829
ZNF585A	0	3	7	0	10	0	0	20	16143.4545454545	30523.2727272727	34504	18377.6363636364	113446.181818182	21536.7272727273	10044.1818181818	212994.545454545	1.38e-06	2	0.0455259106
ZNF585B	12	3	28	3	149	5	0	195	16135.0769230769	30515.8461538462	34484.4615384615	18370.7692307692	113421.076923077	21615.5384615385	10034.6153846154	212927.230769231	1.47e-06	3	0.0016751696
ZNF586	0	0	1	0	2	0	0	3	6048	22365	23775	9214	47678	13109	7936	109080	7.78e-07	2	0.0189290709
ZNF589	0	5	0	1	0	0	0	6	15499	30483	34283	18149	113300	21601	10066	211714	1.08e-06	2	0.0014181198
ZNF592	0	0	0	0	0	1	0	0	15928	30616	34590	18388	113300	21648	10072	212822	1.72e-06	3	0.385116855
ZNF593	0	0	1	0	2	0	0	3	14100	28710	32226	16718.6666666667	99332	18849.3333333333	9568	191086.666666667	6.12e-07	1	0.0223542128
ZNF595	0	0	0	0	1	0	0	1	15500	30602	34566	18384	113386	21648	10072	212438	2.44e-07	1	0.0008347635
ZNF596	4	6	16	9	44	1	4	79	16092.1333333333	30116.5333333333	34083.7333333333	18242	112721.066666667	21447.7333333333	9903.06666666667	211255.466666667	1.45e-06	3	0.0033933081
ZNF597	0	0	0	0	2	1	0	2	16248	30598	34563.3333333333	18390.6666666667	113672.666666667	21628.6666666667	10072.6666666667	213472.666666667	7.35e-07	2	0.0351227405
ZNF598	1	2	1	0	4	0	0	8	12299.1428571429	26403.7142857143	28886.2857142857	14835.1428571429	92755.7142857143	17905.1428571429	8704.57142857143	175180	2.37e-06	3	0.0321187724
ZNF606	0	2	3	0	2	0	0	7	16172.2857142857	29740.2857142857	33735.4285714286	18286.2857142857	112107.714285714	21338.5714285714	9770.28571428571	210042	1.29e-06	2	0.0421045006
ZNF607	8	14	21	1	57	2	1	101	16238.4	30607.8	34585.4	18392.8	113672.4	21632.2	10076.6	213496.8	1.35e-06	2	0.0025830193
ZNF608	0	0	1	1	1	0	0	3	16253.3333333333	30572.6666666667	34544	18392	113600.666666667	21636	10064	213362.666666667	2.23e-06	3	0.4334963942
ZNF609	0	0	1	0	3	0	0	4	16126.6666666667	30591.3333333333	34565.3333333333	18373.3333333333	113483.333333333	21450	10048	213140	2.52e-06	3	0.4603418187
ZNF610	0	3	2	0	4	0	0	9	16190.4	30359.6	34286	18356	113257.2	21487.2	10000	212449.2	8.87e-07	2	0.0063496669
ZNF611	2	0	0	1	0	0	0	3	16247	30549	34485	18385	113693	21647	10076	213359	9.96e-07	2	0.0027432031
ZNF613	1	6	5	5	14	0	0	31	16236.25	30335.75	34388	18369.25	113288.5	21605.5	10012.5	212617.75	1.22e-06	2	0.0109817725
ZNF614	3	2	2	3	18	8	0	28	16245.8333333333	30561.6666666667	34552.8333333333	18390.8333333333	113590	21590	10068.6666666667	213341.166666667	1.24e-06	2	0.0089994932
ZNF615	9	5	21	3	41	0	11	79	15652.8	29977.8	33750	17834.6	110017.6	20790.8	9937.7	207232.8	2.09e-06	3	0.0038904993
ZNF616	1	0	0	0	11	0	0	12	15382.6666666667	22080.6666666667	22723.3333333333	16288	100392	19231.3333333333	6596.66666666667	176866.666666667	1.39e-06	2	0.0020571
ZNF618	2	1	1	1	2	0	0	7	15449.2	30574	34465.6	17960	112690	20817.2	10040.8	211138.8	1.91e-06	3	0.1162211404
ZNF619	0	1	4	3	8	0	0	16	15288	29362	32822.4444444444	17536.2222222222	106777.111111111	20849.1111111111	9652.44444444445	201785.777777778	1.11e-06	2	0.0102006046
ZNF620	0	1	12	1	4	0	0	18	16091.4285714286	29950	33635.1428571429	18229.7142857143	112041.714285714	21493.7142857143	9774.85714285714	209948	1.15e-06	2	0.0068710768
ZNF621	3	12	2	4	10	0	0	31	16207.7142857143	30558.5714285714	34530.2857142857	18381.4285714286	113652.857142857	21602.2857142857	10075.7142857143	213330.857142857	8.09e-07	2	0.0046055289
ZNF622	1	1	1	0	9	0	0	12	16001.3333333333	29883.6666666667	33064.6666666667	17911.3333333333	112314.666666667	21529.3333333333	9917	209175.666666667	1.29e-06	2	0.0281347233
ZNF624	0	6	3	2	6	1	1	17	16166.5	29715.5	33675.25	18227.5	112360.5	21428.5	9782.5	210145.25	1.52e-06	3	0.0251946229
ZNF627	0	0	1	0	0	0	0	1	9322	8870	10314	7620	65170	16096	1980	101296	1.51e-06	3	0.0088350685
ZNF629	0	0	0	0	1	0	0	1	15028	25800	30032	17186	103188	20018	7660	191234	1.32e-06	2	0.2549299075
ZNF630	2	1	34	2	5	0	0	44	12014	17776.25	25882.625	12911.5	74149.125	15113.75	7154.5	142733.5	9.08e-07	2	0.003971713
ZNF638	2	0	0	1	6	0	0	9	15995.6666666667	29559.6666666667	33678.6666666667	18174	111927	21560.3333333333	9970	209335	4.36e-06	3	0.0740930168
ZNF639	1	1	0	1	4	0	0	7	15901	28682.75	31814	17833.75	110894.75	21407.75	9628	205126.25	7.28e-07	1	0.0335260858
ZNF641	9	0	2	1	2	0	1	14	16250.25	30569	34540	18381.75	113681.25	21625	10075	213422.25	1.17e-06	2	0.0142196177
ZNF644	0	1	0	1	1	0	1	3	16191.3333333333	30601.3333333333	34556	18367.3333333333	112966.666666667	20683	10067.6666666667	212682.666666667	2.49e-06	3	0.1640035772
ZNF646	3	5	0	2	12	3	0	22	15811.1578947368	29933.7894736842	34214.2105263158	18270.7368421053	110780.947368421	21338.1052631579	9692.1052631579	209010.842105263	2.72e-06	3	0.033883138
ZNF649	0	0	1	0	8	1	0	9	16254	30613.3333333333	34586.6666666667	18392.6666666667	113696.666666667	21644.6666666667	10078.6666666667	213543.333333333	9.56e-07	2	0.0156010825
ZNF652	0	2	1	0	0	0	0	3	16256	30612	34587.3333333333	18390	113620.666666667	21644	10076	213466	7.65e-07	2	0.2170213811
ZNF653	0	1	0	2	2	2	0	5	12617.2	27004	30145.2	15351.6	89597.6	17886.8	9289.6	174715.6	1.38e-06	2	0.0395077703
ZNF655	0	1	0	4	0	0	0	5	15765.2	29986	33931.2	18092.4	111288	21394	9918.4	209062.8	8.37e-07	2	0.0272915529
ZNF660	0	6	1	4	5	0	0	16	16199.8	30595.2	34568.8	18384.8	113262.4	21626	10059.6	213011	6.16e-07	1	0.0164941569
ZNF662	11	59	62	2	40	4	0	174	16240	30604.5	34567.5	18392	113661.25	21641.25	10074.75	213465.25	1.08e-06	2	0.0017673091
ZNF664	0	1	0	0	12	0	41	13	16033.6	30593.2	34565.6	18384.4	113058	21628.8	10050.8	212634.8	3.16e-07	1	0.0019427152
ZNF665	0	0	2	0	1	0	0	3	16032	29836.6666666667	32738	18018	112213.333333333	21580	9759.33333333333	208838	1.37e-06	2	0.0015063986
ZNF667	2	3	1	4	15	0	0	25	16154.3076923077	30593.6923076923	34538.4615384615	18386	113406.153846154	21628.1538461538	10065.6923076923	213078.615384615	1.39e-06	2	0.015043535
ZNF668	1	0	0	0	2	1	1	3	15975.6	28595.6	33280	18088.4	108586.4	20373.6	9085.6	204526	7.27e-07	1	0.0312830517
ZNF669	1	0	0	0	3	0	0	4	14980	29518.5	33141	17368.5	106815.5	20822	9768.5	201823.5	9.77e-07	2	0.0308055264
ZNF670	0	0	3	1	2	0	0	6	15523.5	29281.5	31777	17325	109859	21380.5	9629	203766	7.07e-07	1	0.1067172736
ZNF671	1	1	0	1	2	0	0	5	16107.6	30418.8	34213.6	18298.8	111672.4	21383.2	9900.4	210711.2	1.3e-06	2	0.0066609462
ZNF675	0	0	0	0	1	0	0	1	15974	29343	33056	17970	112055	21565	9895	208398	1.35e-06	2	0.0044895394
ZNF677	1	1	5	3	10	0	0	20	16115.4666666667	29668.9333333333	33208	18160.8	112055.466666667	21281.8666666667	9694.13333333333	209208.666666667	8.38e-07	2	0.0385834669
ZNF678	0	0	0	2	0	0	0	2	14092	16700	17980	14950	90480	17592	4590	154202	8.45e-07	2	0.0105626848
ZNF679	0	0	0	0	2	0	0	2	15674	30538	34422	18224	113307	21596	10065	212165	7.53e-07	2	0.0067512158
ZNF680	0	1	0	0	0	0	0	1	16198	30566	34452	18330	113508	21630	10068	213054	8.52e-07	2	0.0081403728
ZNF681	0	0	3	0	11	0	0	14	16139	30321.5	34021	18304.5	113321.5	21619.5	10021.5	212107.5	9.83e-07	2	0.0022227817
ZNF682	1	7	0	0	1	0	0	9	15710	30600	34545.3333333333	18365.3333333333	113476.666666667	21639.3333333333	10073.3333333333	212697.333333333	7.55e-07	2	0.0074872552
ZNF683	0	0	0	1	3	0	0	4	15544	29402	33550.5	18106.5	109282	20980	9663.5	205885	8.3e-07	2	0.0116761729
ZNF684	2	1	3	6	16	0	0	28	16066.3333333333	30051.3333333333	33744.3333333333	18172	112654	21565.1666666667	9933.16666666667	210688	5.62e-07	1	0.0062975821
ZNF687	1	2	2	0	6	0	0	11	13754.8	27600.8	30903.6	16264	95424.4	19254.8	9090.8	183947.6	1.55e-06	3	0.1791238595
ZNF688	1	1	11	0	9	2	0	22	14942.75	29108.5	31933.75	17335.25	105014.5	20418.5	9391	198334.75	4.74e-07	1	0.004441347
ZNF689	0	2	0	0	2	0	0	4	14676.5	29607.5	32988	17400	105656.5	20439	9743.5	200328.5	1.03e-06	2	0.0396079992
ZNF69	1	0	5	0	65	0	0	71	16228.5	30609	34557.5	18392	113588.25	21638.5	10071.25	213375.25	3.54e-07	1	0.0010212231
ZNF691	0	1	0	0	1	0	0	2	16256	30616	34582	18394	113718	21648	10076	213566	4.65e-07	1	0.2494921018
ZNF692	2	4	4	1	12	1	10	23	15025.8888888889	29512.3333333333	33344.7777777778	17529.3333333333	106078.666666667	20097.1111111111	9690.55555555555	201491	1.12e-06	2	0.0085621707
ZNF695	0	5	0	2	2	2	0	9	14772.4	29028.8	32303.6	16987.2	109344	21425.2	9570.8	202436	8.93e-07	2	0.0017111314
ZNF697	1	1	2	0	3	0	0	7	14829	28526.3333333333	32719.6666666667	17270.6666666667	107249.666666667	20796.3333333333	9252.33333333333	200595.333333333	7.74e-07	2	0.0220269481
ZNF699	0	4	0	0	10	0	0	14	15554.25	29590	32978	17928	112271.5	21558.5	9914.25	208321.75	1.13e-06	2	0.009529138
ZNF7	3	1	1	1	14	1	0	20	16245.2	30552.6666666667	34530.8	18386	113324.666666667	21613.7333333333	10018.6666666667	213039.333333333	1.14e-06	2	0.0172526235
ZNF70	2	2	1	0	14	0	0	19	16234	30614.2857142857	34586.2857142857	18393.7142857143	113708	21644.5714285714	10076.8571428571	213536.285714286	8.92e-07	2	0.0313079951
ZNF700	79	2	3	0	2	0	0	86	16096	30134.6666666667	34279.3333333333	18354.6666666667	113422	21640.6666666667	10058	212286.666666667	1.5e-06	3	0.0018129964
ZNF701	3	0	1	1	3	0	0	8	14001	26335.75	28663	16481	98707.5	17251.75	8473.25	184188.25	1.06e-06	2	0.0024029293
ZNF704	0	0	1	0	0	0	0	1	16256	30612	34592	18394	113734	21648	10078	213588	1.08e-06	2	0.1252807779
ZNF705A	0	1	1	0	3	0	0	5	14254	22748	25876	16531	98639	14884	7112	178048	5.62e-07	1	0.0048137404
ZNF705G	8	0	0	0	7	0	0	15	14060	30400	34404.4	18102.8	111412.4	11740	9952.8	208379.6	4.99e-07	1	0.0031794874
ZNF707	1	0	1	0	25	1	0	27	13799.3333333333	28970.6666666667	32971.3333333333	17144.3333333333	102834.333333333	18483	9238.66666666667	195720	6.93e-07	1	0.0905585527
ZNF708	0	0	0	0	7	0	0	7	13814.4	26847.6	28274	15179.6	102408	20762	8696	186523.6	7.64e-07	2	0.006177445
ZNF71	1	4	12	4	8	1	0	29	16168.4285714286	30088.7142857143	34202.4285714286	18330	112403.142857143	21473.7142857143	9807	211192.714285714	1.08e-06	2	0.0097824479
ZNF710	0	0	1	0	1	0	0	2	15953	30536	34331	18191	112255	21505	9974	211266	1.02e-06	2	0.1173308535
ZNF711	0	0	0	0	1	0	0	1	13148	19063	27299	13849	81698	15990	7478	155057	1.57e-06	3	0.298652847
ZNF713	2	1	0	0	1	0	0	4	16138	30573	34549.5	18387.5	113592	21641	10070	213240	7.87e-07	2	0.0045774592
ZNF714	0	0	0	0	3	0	0	3	14955	22727	24582	16500	101601	19472	6776	180365	9.78e-07	2	0.0031757006
ZNF716	1	1	2	2	8	0	0	14	15427.6666666667	30395.3333333333	34208.3333333333	18183	112734.333333333	20284	10016	210948.666666667	8.17e-07	2	0.007226267
ZNF720	0	0	0	0	3	0	0	3	15543	29649	33277	17981	111917	21588	9903	208367	3.74e-07	1	0.007596862
ZNF724P	0	0	0	0	2	0	0	2	11922	18933	21099	13275	77518	14613	6022	142747	8.82e-07	2	0.025265147
ZNF728	0	0	2	1	0	0	0	3	14753	25107	27586	16691	101924	19704	7683	186061	9.55e-07	2	0.0019973818
ZNF730	0	12	0	37	2	0	0	51	15190.6666666667	27962.6666666667	31660.3333333333	17604.3333333333	107371	20455.3333333333	9103.33333333333	199789	8.58e-07	2	0.0012891498
ZNF737	0	0	5	0	4	0	0	9	15506.8	29217.6	31747.2	17493.6	110728.8	21462	9614.4	204694	9.33e-07	2	0.0020659846
ZNF738	3	63	4	0	69	0	0	139	10509	23500	24296	13111	77593	15445	8122	149009	3.28e-07	1	0.0004092756
ZNF74	5	0	2	2	20	2	0	29	15609.0769230769	30145.8461538462	33860.6153846154	17967.3846153846	111551.230769231	21224.6153846154	9869.84615384615	209134.153846154	1.25e-06	2	0.0119678765
ZNF740	0	0	1	0	0	0	0	1	15478	30596	34516	17976	111196	21548	10054	209762	5.79e-07	1	0.0795575042
ZNF746	0	2	2	0	4	0	0	8	15200.4	30149.6	33908.8	18038.8	109137.6	20722	9810.8	206435.2	1.32e-06	2	0.0073854764
ZNF749	1	2	0	0	0	0	0	3	15669	28971	33775	18166	109927	20992	9197	206508	9.78e-07	2	0.0042104447
ZNF750	0	0	1	0	1	0	0	2	16247	30616	34592	18394	113752	21641	10080	213601	1.26e-06	2	0.0868585779
ZNF75A	1	0	0	0	4	0	0	5	16110.8	30475.2	34370.8	18368	113323.2	21614.4	10035.6	212648	5e-07	1	0.0113561932
ZNF76	42	6	15	2	22	1	0	87	16085.4814814815	30490.2222222222	34390.8148148148	18250.5925925926	112600.888888889	21085.4074074074	10034.5925925926	211818	1.52e-06	3	0.0036231301
ZNF765	1	5	4	0	2	0	0	12	15596.6666666667	26343.6666666667	30649.6666666667	17781.3333333333	106642	20524.3333333333	8431	197013.333333333	8.86e-07	2	0.0043840898
ZNF766	1	1	1	2	2	0	0	7	14897.3333333333	28908.3333333333	32170.6666666667	17304.3333333333	107080	20853	9507.33333333333	200360.666666667	1.36e-06	2	0.0054836787
