gene	AC_afr	AC_sas	AC_amr	AC_eas	AC_nfe	AC_fin	AC_asj	AC_main	AN_afr	AN_sas	AN_amr	AN_eas	AN_nfe	AN_fin	AN_asj	AN_main	U	tercile	shet_cassa
ZMYND11	0	0	0	0	0	0	0	0	16010	27490	31500	17540	110612	21460	9474	203152	2.11e-06	3	0.4115766316
ZMYND12	1	0	4	2	11	1	0	18	16083	29201.2	32628	18022.2	111522	20931.4	9725	207456.4	9.62e-07	2	0.0176661811
ZMYND15	2	3	5	8	21	0	0	39	15814.5	28973.6666666667	33016.0833333333	17963.4166666667	108144.666666667	20937.3333333333	9257.16666666667	203912.333333333	2.36e-06	3	0.0151373064
ZMYND19	0	0	0	0	0	0	1	0	16250	30614	34580	18394	113680	21646	10076	213518	7.93e-07	2	0.1036853382
ZMYND8	0	3	0	0	1	0	0	4	16244	30555.3333333333	34487.3333333333	18388	113168.666666667	21644	10072	212843.333333333	2.71e-06	3	0.1647877174
ZNF10	0	1	2	0	2	1	0	5	15934	28224	32001.2	17967.6	110116.4	21068	9252	204243.2	9.16e-07	2	0.0236668274
ZNF106	2	1	5	3	13	1	1	24	16202.25	30216.25	34116.5	18314	112811.666666667	21530.0833333333	9914.83333333333	211660.666666667	5.04e-06	3	0.0358802683
ZNF112	2	1	0	1	2	1	0	6	16204	30603.75	34524.25	18383	112995.25	21626.25	10057	212710.25	1.51e-06	3	0.0401236383
ZNF114	0	1	0	0	15	0	0	16	16238.6666666667	30585.3333333333	34518.6666666667	18370	113576	21642	10072	213288.666666667	6.51e-07	1	0.0031372379
ZNF12	0	0	1	0	7	0	0	8	15793.5	30365.5	34337	18214	113026.25	21583.25	10036	211736.25	1.23e-06	2	0.0517970929
ZNF131	0	0	0	0	0	0	1	0	15474	30582	34452	17970	112984	21554	10064	211462	1.66e-06	3	0.3552385165
ZNF132	3	8	9	1	41	0	19	62	15736.1052631579	29424.2105263158	33144.9473684211	17801.0526315789	109164.105263158	21132.7368421053	9630.84210526316	205270.421052632	1.19e-06	2	0.0040890724
ZNF133	1	0	2	2	6	0	0	11	16198.8888888889	30371.3333333333	34489.1111111111	18376.6666666667	112944.888888889	21565.7777777778	9953.11111111111	212380.888888889	1.5e-06	3	0.067293555
ZNF134	0	11	0	0	25	0	0	36	15616.8333333333	30609	34554.8333333333	18226.3333333333	113369.833333333	21600	10071.3333333333	212376.833333333	8.43e-07	2	0.0045742996
ZNF136	0	1	6	0	0	0	0	7	16052.6666666667	29928	33984	18284.6666666667	112906	21618.6666666667	9958	211155.333333333	1.71e-06	3	0.0088221337
ZNF14	0	2	0	0	0	0	0	2	15845	26094	28776	17366	106273	20459	8269	194354	2.29e-06	3	0.0024341504
ZNF141	0	0	3	0	0	0	0	3	16158	30575	34492	18377	113535	21633	10064	213137	7.48e-07	2	0.0330849366
ZNF142	0	39	19	4	72	0	27	134	15258.5454545455	29295.3939393939	33275.8787878788	17681.3939393939	110595.878787879	20920.7272727273	9570.30303030303	206107.090909091	3.09e-06	3	0.0093440711
ZNF143	2	13	0	0	7	1	0	22	15644.4	29816.8	33448.2	17778.8	109128.4	21051.6	9921	205816.6	1.45e-06	3	0.0137746383
ZNF155	2	10	0	0	6	0	0	18	14495.6666666667	28560	32008.6666666667	16881	101759.333333333	18825.3333333333	9597.66666666667	193704.666666667	9.62e-07	2	0.0038760392
ZNF157	0	0	10	4	6	0	0	20	13091	18448.8888888889	27024.7777777778	13761.2222222222	80810.2222222222	15863.7777777778	7302.44444444444	153136.111111111	1.04e-06	2	0.0035621382
ZNF16	2	2	3	1	19	1	1	27	16241.6470588235	30399.4117647059	34495.8823529412	18383.6470588235	113220.117647059	21582.5882352941	9969.41176470588	212740.705882353	1.35e-06	2	0.0079689255
ZNF160	0	0	1	0	4	0	0	5	16246.6666666667	30608	34559.3333333333	18390.6666666667	113690.666666667	21642.6666666667	10072.6666666667	213495.333333333	1.6e-06	3	0.022982701
ZNF165	2	2	6	8	5	0	0	23	16064.1666666667	30019.5	33537	18186.8333333333	112487.333333333	21135.3333333333	9815.16666666667	210294.833333333	9.86e-07	2	0.0127861151
ZNF169	0	4	2	13	18	1	0	37	16136.9411764706	30509.5294117647	34526.9411764706	18362.4705882353	113264.117647059	21610.4705882353	10029.4117647059	212800	1.19e-06	2	0.0029649492
ZNF174	1	0	1	0	5	0	0	7	16253	30614.3333333333	34582.6666666667	18392.6666666667	113731	21647.6666666667	10078.6666666667	213573.666666667	8.83e-07	2	0.0404343943
ZNF175	1	32	3	51	36	2	0	123	16249.1428571429	30606.4285714286	34569.7142857143	18393	113547	21628	10071.7142857143	213365.285714286	1.29e-06	2	0.0024347369
ZNF177	0	1	13	0	4	0	0	18	9632	25323	27755	13139.5	72886	10152.5	8873.5	148735.5	7.23e-07	1	0.0093053262
ZNF18	0	1	10	1	3	0	0	15	15773.0909090909	29211.4545454545	32991.8181818182	17736.3636363636	109257.272727273	20860.3636363636	9610.72727272727	204970	1.12e-06	2	0.0236603271
ZNF180	4	10	0	6	15	0	0	35	16049	30154.5	34058.1666666667	18150.3333333333	112463	21244.8333333333	9981.5	210875	1.12e-06	2	0.0070342059
ZNF181	1	5	4	3	15	2	0	28	15433.0588235294	29393.8823529412	33069.7647058823	17871.4117647059	110092.352941176	21202.4705882353	9691.88235294118	205860.470588235	1e-06	2	0.0020032726
ZNF182	0	0	0	0	1	0	0	1	13134	18467	27079	13790	81288	15936	7365	153758	1.27e-06	2	0.1106247742
ZNF184	1	2	3	1	4	0	0	11	16232.4	30545.2	34462.4	18363.2	113465.4	21539.6	10067.8	213068.6	1.45e-06	3	0.0507106889
ZNF185	39	6	4	1	17	0	1	67	10889.8947368421	16886.2631578947	25106.8947368421	12148.2631578947	70262.1052631579	14619.5789473684	7028.94736842105	135293.421052632	2.22e-06	3	0.003434631
ZNF189	0	3	4	0	5	0	0	12	15970.2222222222	28998	32907.5555555556	17916.6666666667	109850.222222222	21142.4444444444	9472	205642.666666667	1.09e-06	2	0.0234423462
ZNF19	2	2	3	5	3	0	0	15	16240.5	30459	34466	18382.75	113373.25	21474.5	10022.5	212921.5	7.1e-07	1	0.0066953471
ZNF197	9	6	1	3	32	1	0	51	16118.56	29984.72	33765.36	18199.92	112514.56	21536.72	9857.68	210583.12	1.75e-06	3	0.0066805719
ZNF2	0	0	0	1	4	0	1	5	15500.8	30523.2	34449.2	18078.4	113136	21564.8	10046.4	211687.6	9.31e-07	2	0.0664335513
ZNF200	0	5	5	12	10	1	0	32	16249.2727272727	30584.5454545455	34550.5454545455	18390	113553.818181818	21592.1818181818	10070	213328.181818182	9.73e-07	2	0.0068555262
ZNF202	0	1	1	1	3	0	1	6	16229	30615	34586.6666666667	18393.6666666667	113694.333333333	21644.6666666667	10076.3333333333	213518.666666667	1.45e-06	3	0.0384541462
ZNF205	0	2	1	0	6	0	0	9	15686.2857142857	30172.5714285714	33959.1428571429	17985.7142857143	109664.285714286	20707.1428571429	9847.71428571429	207468	1.05e-06	2	0.0216325065
ZNF207	0	0	0	0	4	0	0	4	16064.5	28621.5	31887	17887	110663	21260	9361.5	205123	1.36e-06	2	0.0280654513
ZNF208	1	1	0	0	8	0	0	10	15257	25853.3333333333	29626.6666666667	17228.3333333333	104266	20159.6666666667	8164.33333333333	192231.333333333	1.84e-06	3	0.0043836186
ZNF211	2	3	2	1	12	7	0	20	15166.5	27991.8333333333	31737.8333333333	17155.8333333333	104110.333333333	19675.6666666667	8943.5	196162.333333333	1.12e-06	2	0.0055848869
ZNF212	0	1	16	1	8	1	0	26	15083.8333333333	26996	30899.3333333333	16901.5	103829.166666667	20026.8333333333	8764	193709.833333333	9.48e-07	2	0.0095595697
ZNF213	3	6	1	3	6	3	0	19	15117.5384615385	29771.8461538462	33327.3846153846	17764.4615384615	107769.384615385	20170.4615384615	9615.23076923077	203750.615384615	9.79e-07	2	0.0107738406
ZNF214	23	15	11	3	22	0	50	74	16159.36	30434.88	34216.8	18326.56	113035.28	21364.4	9985.28	212172.88	1.07e-06	2	0.0027331407
ZNF217	0	0	0	0	0	1	0	0	16182	29642	33284	18286	111660	21476	9720	209054	1.63e-06	3	0.1920622151
ZNF22	0	2	1	0	2	0	0	5	16246.8	30610.4	34577.2	18386	113640.4	21638	10077.6	213460.8	4.47e-07	1	0.0337787467
ZNF221	0	4	1	2	8	0	3	15	16254.5	30614	34583.5	18392.5	113694.5	21640.5	10072	213539	1.45e-06	3	0.0028293027
ZNF223	15	8	13	8	17	2	1	61	16151.9230769231	30525.2307692308	34506.3846153846	18340.5384615385	113339.076923077	21618.9230769231	10054.7692307692	212863.153846154	1.03e-06	2	0.007277902
ZNF224	2	2	0	1	0	0	0	5	16251	30612.5	34581	18386	113667	21620.5	10072.5	213497.5	1.42e-06	2	0.006232998
ZNF225	0	26	0	1	1	0	0	28	16157	30602	34498	18353	113592	21639	10062	213202	1.25e-06	2	0.0054918217
ZNF226	7	14	9	21	29	0	1	80	15652	30571.0434782609	34531.4782608696	18289.652173913	113156.086956522	21597.4782608696	10053.3043478261	212200.260869565	1.64e-06	3	0.0043236656
ZNF227	3	10	4	0	68	1	0	85	16142.2857142857	30080	33876	18197.5238095238	112866.857142857	21585.619047619	9940.09523809524	211162.666666667	1.67e-06	3	0.0047629103
ZNF23	0	16	2	3	2	0	2	23	16215.1666666667	30460.8333333333	34501.3333333333	18374.5	113449.166666667	21610.5	10060.1666666667	213001	9.13e-07	2	0.0089965279
ZNF230	0	0	0	0	2	0	0	2	16251	30592	34575	18392	113519	21598	10052	213329	7.97e-07	2	0.0129748835
ZNF232	5	2	0	0	1	1	0	8	15797.2	28538.8	32386	17921.6	110369.6	21168.4	9382	205013.2	9.02e-07	2	0.0127997691
ZNF234	1	1	28	7	19	0	0	56	15688.5	30154.7	34096.3	18250.9	112547.4	21510	9893.4	210737.8	1.42e-06	2	0.0037756435
ZNF235	4	18	6	2	21	3	0	51	16251	30586.5555555556	34544.1111111111	18388.2222222222	113509.444444444	21627.5555555556	10068.5555555556	213279.333333333	1.41e-06	2	0.0054288295
ZNF236	3	1	0	0	4	1	0	8	15430.25	30237	34080.75	17887.75	112338.5	21072	9985.25	209974.25	4.15e-06	3	0.1021943731
ZNF239	6	2	12	1	10	0	0	31	15560.8333333333	30597.5	34514.8333333333	18134.8333333333	113144.666666667	21561.3333333333	10060.8333333333	211952.666666667	8.26e-07	2	0.0070775447
ZNF24	0	0	0	0	2	0	0	2	16252	30605	34556	18394	113501	21605	10071	213308	1.28e-06	2	0.26872816
ZNF248	0	1	1	0	4	1	0	6	16239.6	30601.2	34527.2	18383.6	113255.6	21609.6	10062.8	213007.2	9.38e-07	2	0.0321339787
ZNF25	1	1	3	2	5	0	1	12	16218.6	30468	34397	18307.4	113288.2	21581	10030.8	212679.2	8.37e-07	2	0.0138947513
ZNF250	0	0	1	1	2	0	0	4	16214.5	30604	34552.5	18382.5	113404	21621.5	10060.5	213157.5	9.24e-07	2	0.0389832004
ZNF251	2	12	2	14	10	3	1	40	15125.1764705882	29908.2352941176	33779.2941176471	17804	109784.941176471	21264.1176470588	9931.29411764706	206401.647058824	1.41e-06	2	0.0064587972
ZNF253	0	0	4	1	2	0	0	7	15291.3333333333	29322	32772.6666666667	18002	111172	21479.3333333333	9669.33333333333	206560	8.94e-07	2	0.0027174882
ZNF256	3	0	0	0	2	0	0	5	16046.6666666667	30575.3333333333	34346	18374.6666666667	112692.666666667	21587.3333333333	9942	212035.333333333	1.08e-06	2	0.0062423224
ZNF259	1	4	3	12	12	1	0	32	15815.6470588235	30199.6470588235	34038.5882352941	18010.1176470588	110579.764705882	21255.1764705882	9976.35294117647	208643.764705882	1.46e-06	3	0.012945241
ZNF260	4	1	3	1	4	0	0	13	16252.5	30609.5	34591.25	18394	113646.5	21638	10077.75	213493.75	6.13e-07	1	0.0115961475
ZNF263	2	5	2	3	10	1	3	22	16115.4444444444	29467.1111111111	33793	18242.6666666667	111216.333333333	21203.6666666667	9521.22222222222	208834.555555556	1.48e-06	3	0.0240961587
ZNF264	0	1	2	8	8	0	7	19	15354.9090909091	29574.5454545455	33198.5454545455	17246	108781.636363636	20822.7272727273	9707.81818181818	204155.636363636	1.19e-06	2	0.0066513473
ZNF266	0	0	0	0	3	0	0	3	16106	27857.3333333333	32766.6666666667	18182.6666666667	108487.333333333	20349.3333333333	8890	203400	1.12e-06	2	0.0014887912
ZNF267	1	1	0	0	1	0	0	3	16078.6666666667	29436	32732	17836.6666666667	111862.666666667	21510.6666666667	9677.33333333333	207946	1.52e-06	3	0.0109030714
ZNF273	0	0	0	0	2	0	0	2	15628	30052	33314	17608	110800	21540	9924	207402	8.66e-07	2	0.0090498845
ZNF274	0	2	0	0	5	2	0	7	15454.8571428571	30453.1428571429	34361.7142857143	18066.2857142857	112430.285714286	21496.5714285714	10023.7142857143	210766.285714286	1.56e-06	3	0.0491858712
ZNF275	1	0	2	5	2	0	0	10	10775.75	15893.5	24766.5	12084.25	68875.25	14262	6468.75	132395.25	8.97e-07	2	0.0772174855
ZNF276	1	1	0	2	9	2	1	13	16139.2307692308	30599.6923076923	34562.6153846154	18368.4615384615	112933.538461538	20278.9230769231	10025.2307692308	212603.538461538	1.49e-06	3	0.0269269332
ZNF277	37	4	11	13	8	0	0	73	16033.1538461538	30183.6923076923	33917.8461538462	18154.1538461538	112703.846153846	21178.0769230769	10006.3846153846	210992.692307692	1.27e-06	2	0.0034015959
ZNF28	3	16	6	21	22	24	30	68	16126	30590	34546	18364	113491.333333333	20732	10066.6666666667	213117.333333333	1.04e-06	2	0.003348378
ZNF280A	7	19	2	0	11	0	0	39	16228.5454545455	30499.2727272727	34499.4545454545	18373.2727272727	113559.636363636	21636.7272727273	10033.4545454545	213160.181818182	7.65e-07	2	0.0039414098
ZNF280B	0	1	4	0	2	0	0	7	16209.2	30506.8	34508.8	18370.8	113201.6	21605.6	10018.8	212797.2	6.53e-07	1	0.0512056388
ZNF280C	1	0	0	0	0	0	0	1	12587	16013	24076	12782	78007	15820	6969	143465	1.65e-06	3	0.1494165066
ZNF280D	1	1	4	1	4	0	0	11	14552.4444444444	26576.6666666667	28810.2222222222	15992	102643.333333333	20357.7777777778	9147.55555555555	188574.666666667	2.28e-06	3	0.0315783989
ZNF281	1	1	0	0	0	0	0	2	16256	30616	34584	18393	113639	21642	10079	213488	1.19e-06	2	0.1278348845
ZNF282	0	0	0	0	2	7	1	2	15473.2	29201.6	33105.6	17968.8	109644	20914.8	9502.4	205393.2	1.49e-06	3	0.026732789
ZNF283	1	3	11	3	23	6	7	41	15415.8666666667	29984.9333333333	33640.5333333333	18029.0666666667	111184.133333333	21404.4	9861.86666666667	208254.533333333	1.18e-06	2	0.0045558002
ZNF284	1	1	0	0	0	0	0	2	16239	30613	34583	18391	113684	21635	10076	213510	1.09e-06	2	0.0015013601
ZNF285	2	0	0	0	4	0	0	6	16174.6666666667	30613.6666666667	34552.3333333333	18389	113546.333333333	21638.3333333333	10075.6666666667	213276	9.31e-07	2	0.0203353505
ZNF287	0	0	0	1	6	0	1	7	16251.7142857143	30609.7142857143	34584.5714285714	18393.1428571429	113588	21637.4285714286	10076.2857142857	213427.142857143	1.59e-06	3	0.0741783196
ZNF292	3	0	0	0	4	0	1	7	15403.4285714286	30507.7142857143	34318.2857142857	17897.1428571429	112022.571428571	21343.4285714286	10014.2857142857	210149.142857143	4.95e-06	3	0.1387055455
ZNF296	0	0	0	0	0	1	0	0	16202	30614	34584	18388	113504	21558	10070	213292	8.97e-07	2	0.222549638
ZNF3	0	5	0	1	4	1	1	10	15517.6	30587.8	34514.6	18076.4	113257.2	21578	10062.2	211953.6	8.13e-07	2	0.0219015814
ZNF300	3	6	1	1	5	0	0	16	15290	29885	33326	17605.25	107620	20846.75	9897.25	203726.25	1.06e-06	2	0.0194786056
ZNF302	0	3	3	0	10	0	0	16	15732.5	28889.75	32213.75	17849.25	111120.25	21236.75	9557.25	205805.5	7.61e-07	2	0.0074329981
ZNF304	3	1	2	0	2	1	0	8	16204	29855.6666666667	33908.6666666667	18266	112342.666666667	21488.3333333333	9768.66666666667	210577	8.06e-07	2	0.1054740465
ZNF311	28	7	17	5	16	1	0	73	15179.7333333333	30192.8	34103.6	18224	110460.133333333	20721.4666666667	9872.53333333333	208160.266666667	1.69e-06	3	0.0049751119
ZNF317	8	1	1	2	4	1	0	16	16247.4	30604	34567.2	18385.6	113490.4	21639.2	10056.4	213294.6	1.37e-06	2	0.0126813947
ZNF318	2	3	3	0	9	1	0	17	16197.7647058824	30442	34426.4705882353	18353.4117647059	113405.411764706	21612.4705882353	10037.2941176471	212825.058823529	4.94e-06	3	0.04723824
ZNF319	0	0	0	0	2	1	0	2	16130	30600	34536	18376	112408	20892	10022	212050	8.46e-07	2	0.2208645631
ZNF32	0	0	0	0	3	0	0	3	16255	30612	34567	18394	113666	21638	10074.5	213494	5.97e-07	1	0.0992855017
ZNF320	0	0	0	1	0	0	0	1	13760	22656	24702	15734	96446	16822	6486	173298	1.03e-06	2	0.0217624483
ZNF324	1	0	0	1	9	0	0	11	14183.3333333333	28671	32337	16710.6666666667	100960	18214	9306.33333333333	192862	1.22e-06	2	0.0047564004
ZNF324B	2	5	1	0	3	0	0	11	15282.6666666667	29956.8888888889	33703.7777777778	17765.7777777778	108315.333333333	20288.8888888889	9745.33333333333	205024.444444444	1.13e-06	2	0.0201577416
ZNF326	0	0	1	0	1	3	0	2	15894.8	29087.6	32374	17859.2	110958.8	21474.8	9755.2	206174.4	1.84e-06	3	0.0810798121
ZNF329	3	3	0	1	15	1	0	22	16229.75	30303.25	34227.75	18347.5	112985	21509.5	9882.75	212093.25	8.57e-07	2	0.0073101412
ZNF330	0	0	1	0	6	1	0	7	15999	29902.3333333333	33740.6666666667	18124.3333333333	112541.666666667	21595.3333333333	9948.66666666667	210308	9.74e-07	2	0.1191358357
ZNF331	0	0	0	2	1	0	0	3	16246	30612	34572	18392	113706	21644	10080	213528	9.59e-07	2	0.0680711542
ZNF333	2	12	6	1	16	1	8	37	16139.1764705882	30365.6470588235	34357.8823529412	18313.7647058824	112519.176470588	21463.2941176471	9994.70588235294	211695.647058824	1.84e-06	3	0.0057517117
ZNF334	29	16	19	9	85	5	0	158	16235.8666666667	30417.3333333333	34420.9333333333	18359.6	113311.2	21515.3333333333	10007.7333333333	212744.933333333	1.26e-06	2	0.0020943118
ZNF335	2	3	4	4	19	5	0	32	16099	30536.4	34483.8	18298.1	112890	21458.8	10008.8	212307.3	3.12e-06	3	0.0286606639
ZNF337	0	1	6	0	1	0	0	8	15816.6666666667	29098.6666666667	32870.6666666667	17884	108432.666666667	20851.3333333333	9470.66666666667	204102.666666667	2.31e-06	3	0.0065739775
ZNF33A	3	13	5	1	30	0	0	52	16235.6666666667	30591.5555555556	34535	18381.5555555556	113478.777777778	21591.7777777778	10064.6666666667	213222.555555556	1.28e-06	2	0.0064847432
ZNF33B	1	24	5	1	10	1	0	41	16122	29286.1538461538	33121.2307692308	18162	111632.923076923	21309.2307692308	9602.30769230769	208324.307692308	1.26e-06	2	0.0079897779
ZNF341	2	6	2	3	11	0	0	24	14915.625	28539.5	31683.375	16767.125	105079.75	20550.75	9370	196985.375	1.97e-06	3	0.0170134055
ZNF345	66	2	54	0	16	0	1	138	16228.4615384615	30608.4615384615	34582.4615384615	18387.8461538462	113530.461538462	21629.2307692308	10072.4615384615	213337.692307692	8.52e-07	2	0.00150941
ZNF346	0	0	0	0	2	0	0	2	16221	30536	34444	18358	113290	21627	10058	212849	6.43e-07	1	0.0944237867
ZNF347	1	0	2	0	37	0	0	40	16231.2	30467.2	34322.8	18355.2	113465.2	21633.6	10054.4	212841.6	1.44e-06	3	0.0024752941
ZNF35	0	2	0	0	5	0	0	7	15940.6666666667	28795	32186.3333333333	17922.6666666667	110545.333333333	21109.6666666667	9290	205390	9.82e-07	2	0.0459650189
ZNF350	1	1	0	5	9	1	0	16	16255.75	30613.25	34587	18393.5	113588	21627.25	10075.25	213437.5	1.15e-06	2	0.0123854233
ZNF354A	0	4	5	2	12	1	0	23	16030.1538461538	29798.3076923077	33321.2307692308	18162.9230769231	112001.230769231	20920.1538461538	9738.92307692308	209313.846153846	1.5e-06	3	0.0193389199
ZNF354B	3	3	4	4	13	0	3	27	16088.5	30096.8333333333	34221.5	18321.6666666667	113022	21617	9989.5	211750.5	1.37e-06	2	0.0095472178
ZNF354C	3	2	2	7	8	3	0	22	16198.4	30578.5333333333	34549.0666666667	18389.0666666667	113538.666666667	21565.3333333333	10061.7333333333	213253.733333333	1.02e-06	2	0.0014800113
ZNF358	0	0	0	0	1	0	0	1	15768	30502	34428	18028	109308	19028	9918	208034	5.39e-07	1	0.265388672
ZNF362	0	0	1	0	1	0	0	2	16248	30616	34569	18391	113606	21187	10068	213430	8.95e-07	2	0.2206139819
ZNF365	0	4	1	5	1	0	0	11	16250	30611.5	34580.5	18390.5	112445.5	21643	10072	212278	1.02e-06	2	0.0066901711
ZNF366	1	1	3	1	0	0	1	6	16038.2857142857	28783.4285714286	32869.1428571429	18064.2857142857	110306.285714286	21117.7142857143	9330.28571428571	206061.428571429	1.14e-06	2	0.0307010809
ZNF367	0	0	0	0	1	0	0	1	16256	30612	34586	18394	113744	21646	10080	213592	7.36e-07	2	0.1964112653
ZNF37A	4	5	10	2	5	0	0	26	16210.125	30572	34444.5	18358.5	113241.125	21588.25	10056.75	212826.25	8.61e-07	2	0.0112167468
ZNF382	0	1	1	0	4	0	0	6	16236.4	30228	34271.2	18350.4	113164.8	21628	10012.4	212250.8	8.07e-07	2	0.0579025164
ZNF383	1	2	8	2	29	0	1	42	16144.4444444444	30362.3333333333	34167.3333333333	18331.1111111111	113199.888888889	21586.4444444444	9978.44444444445	212205.111111111	1.05e-06	2	0.0054540782
ZNF384	0	0	1	1	0	0	0	2	15517	30565	34431	18314	110811	21344	9963	209638	1.22e-06	2	0.0797223272
ZNF385A	0	0	1	0	3	0	0	4	14526	28688	32106.5	17092.5	103171.5	19808	9575	195584.5	1.34e-06	2	0.0493269838
ZNF385B	0	3	0	0	7	1	0	10	16040.25	30138.25	34042.75	18236.5	112400	21406.5	9899.5	210857.75	9.53e-07	2	0.0118003298
ZNF385D	0	0	0	0	3	0	0	3	15476	29282.6666666667	32128	17282.6666666667	110240	21476.6666666667	9882.66666666667	204409.333333333	8.73e-07	2	0.0610042746
ZNF391	5	3	6	6	35	0	0	55	15622.6666666667	30603.5	34561	18351.5	113351.5	21626.1666666667	10069.6666666667	212490.166666667	9.89e-07	2	0.0042450914
ZNF394	0	2	7	2	10	0	1	21	16046.1818181818	29518.9090909091	33511.0909090909	18196	111538	20726.3636363636	9553.81818181818	208810.181818182	1.22e-06	2	0.0225365508
ZNF395	1	0	1	0	2	1	1	4	15921.6666666667	29245	33309.3333333333	18087.6666666667	109299.333333333	20927.3333333333	9435.66666666667	205863	1.4e-06	2	0.0582269928
ZNF396	0	23	0	0	5	0	0	28	16252.5714285714	30589.1428571429	34554.5714285714	18390.8571428571	113659.714285714	21608.5714285714	10062.8571428571	213446.857142857	1.03e-06	2	0.0016978414
ZNF397	1	2	8	2	6	0	0	19	14289.2727272727	28526.7272727273	32037.0909090909	16721.0909090909	101265.454545455	20511.6363636364	9582.54545454545	192839.636363636	1.06e-06	2	0.0140156434
ZNF398	0	1	5	0	2	0	1	8	16240.6666666667	30599.6666666667	34563	18390	113457.333333333	21552.3333333333	10053	213250.666666667	1.09e-06	2	0.127376187
ZNF404	4	6	14	41	11	14	1	76	15315.5714285714	30116	34036.7142857143	18000.1428571429	111711.571428571	20694.2857142857	9925.85714285714	209180	9.89e-07	2	0.0018117923
ZNF407	0	0	0	0	1	1	0	1	15484	30601	34525	17973	112978	21480	10059	211561	3.39e-06	3	0.2998687277
ZNF408	0	1	6	3	16	1	0	26	16080.1428571429	30129.2857142857	34059.5714285714	18254.7142857143	111407.285714286	20994.7142857143	9751.57142857143	209931	1.48e-06	3	0.0090724708
ZNF41	2	1	1	0	3	0	0	7	13157	19076.8333333333	27425	13859.1666666667	81818.6666666667	15988	7487.66666666667	155336.666666667	1.21e-06	2	0.0227130374
ZNF410	7	0	4	0	0	0	0	11	5566	17635	19562	9035	42085	4410	6718	93883	1.18e-06	2	0.0170746603
ZNF415	0	0	0	2	0	0	0	2	15486	20894	20792	15902	98944	18826	6212	172018	8.05e-07	2	0.014018904
ZNF416	0	0	0	0	1	0	0	1	16212	30282	34342	18380	110288	21150	9732	209504	9.84e-07	2	0.0138088557
ZNF419	0	0	0	0	4	0	0	4	15448	30324	34444	17958	113062	21534	10040	211236	9.28e-07	2	0.0023703088
ZNF420	2	4	2	2	27	6	0	37	16178.8571428571	29729.4285714286	33780.4761904762	18252.0952380952	112330	21427.5238095238	9772.85714285714	210270.857142857	1.54e-06	3	0.0087403653
ZNF423	0	0	0	0	3	0	0	3	16146	30338	34040.6666666667	18196	113134.666666667	21558	10045.3333333333	211855.333333333	1.7e-06	3	0.1174742545
ZNF425	1	17	0	12	2	0	0	32	16248.8	30362.4	34268.4	18362	113346.8	21631.6	10008.8	212588.4	1.51e-06	3	0.0046825005
ZNF426	1	3	6	2	2	0	0	14	16240.6666666667	30569.6666666667	34482.6666666667	18357	113636	21642.6666666667	10064.3333333333	213286	1.47e-06	3	0.003979485
ZNF428	0	0	0	0	1	0	0	1	8572	25010	25406	12410	65616	16080	8446	137014	3.3e-07	1	0.1979146764
ZNF429	0	2	0	0	7	0	0	9	15094.3333333333	25275.3333333333	27612.3333333333	17040.6666666667	104475.666666667	20169.3333333333	7738	189498.333333333	1.13e-06	2	0.0013782923
ZNF43	0	0	0	0	4	0	0	4	16222	30395.2	34276.8	18339.6	113512.8	21635.2	10040.4	212746.4	1.18e-06	2	0.0057848299
ZNF430	0	1	0	0	1	0	0	2	15707	29359	32595	17754	111018	21500	9713	206433	1.03e-06	2	0.0186087724
ZNF431	0	0	1	0	1	0	0	2	15363	27408	28987	16681	107833	21170	9114	196272	1.09e-06	2	0.0197492402
ZNF432	2	10	17	74	79	3	1	182	16216.5454545455	30403.4545454545	34414.1818181818	18360.7272727273	113423.181818182	21596.4545454545	10031.9090909091	212818.090909091	2.05e-06	3	0.0022346281
ZNF436	0	1	1	0	8	1	0	10	16250	30608.8	34573.8	18391	113670.8	21615	10076.4	213494.4	9.75e-07	2	0.0460918166
ZNF438	1	26	2	0	15	14	0	44	16220.7272727273	30409.0909090909	34356.9090909091	18358	112966	21601.6363636364	10022.1818181818	212310.727272727	1.14e-06	2	0.0043211698
ZNF44	1	2	2	9	9	0	0	23	11032	25865.6	28548	13731.2	80813.2	12772.8	9060.8	159990	1.61e-06	3	0.0036490692
ZNF441	0	0	0	0	1	0	0	1	16142	30602	34532	18382	113624	21642	10076	213282	1.62e-06	3	0.017051565
ZNF445	0	0	2	0	2	0	0	4	16255.3333333333	30614.6666666667	34582	18393.3333333333	113616	21645.3333333333	10077.3333333333	213461.333333333	2.04e-06	3	0.2217546938
ZNF446	3	3	0	6	11	0	0	23	15499.6363636364	28473.2727272727	32645.8181818182	17853.0909090909	106531.818181818	19801.4545454545	9026.18181818182	201003.636363636	1.08e-06	2	0.0100660726
ZNF449	0	1	0	0	1	1	0	2	12724	18464	26827	13649.3333333333	80598.3333333333	15950	7339.66666666667	152262.666666667	1.2e-06	2	0.1060759606
ZNF45	1	2	9	2	16	1	1	30	16223.2857142857	30483.8571428571	34428.1428571429	18359.4285714286	113280.142857143	21560.4285714286	9992.28571428571	212774.857142857	1.7e-06	3	0.0156757645
ZNF451	1	4	5	2	21	34	2	33	15971.7692307692	29899.6153846154	33889.6923076923	18168.6923076923	112202.769230769	21457.7692307692	9907.84615384615	210132.538461538	2.48e-06	3	0.0107547674
